itemUrl,itemName,itemPrice,catchcopy,itemPriceMax3,itemCaption,reviewCount,shopName,shopUrl,platform,janCode
https://store.shopping.yahoo.co.jp/telaffy/xd-ez4000.html,【特価セール】 電子辞書 EX-word(エクスワード) 高校生 ベーシックモデル 厳選10コンテンツ ホワイト CASIO (カシオ) XD-EZ4000★,13915,,,カシオ 電子辞書 高校生モデル XD-EZ4000 ベーシックモデル<br>・高校学習に適した厳選10コンテンツ<br>・多彩な検索機能を搭載<br>・重要な単語にマーキングできる<br>・通学など外出も安心の強化ボディ<br><br>高校のご入学祝いやプレゼントにもぴったりです。<br>主な収録コンテンツ<br>【国語系】明鏡国語辞典、大修館 全訳古語辞典、新漢語林、大修館 四字熟語辞典、明鏡 ことわざ成句使い方辞典<br>【英語系】ジーニアス英和辞典、ジーニアス和英辞典、ベーシックジーニアス英和辞典、新ユメタン0、新ユメタン1<br>【数量限定】<br>【在庫目安:あり】<br>【送料無料(北海道・沖縄・離島など除く)】<br>モバイル・電子辞書<br>カシオ計算機<br>カシオ計算機(CASIO)<br>電子辞書 EX-word 高校生 ホワイト<br>サブコード:XDEZ4000<br>■クロネコ延長保証について<br>延長保証の詳細及び規約について、購入前に必ずご確認ください。,21,あっと!テラフィ ヤフー店,https://store.shopping.yahoo.co.jp/telaffy/,Yahoo,4549526806247
https://store.shopping.yahoo.co.jp/telaffy/ea-kj30-ba.html,【特価セール】 ホットプレート やきやき(プレート3枚) ブラック ZOJIRUSHI (象印マホービン) EA-KJ30-BA★,11647,,,象印 ホットプレート やきやき 3枚プレート EA-KJ30<br>家族向けにぴったりの使い勝手のよいホットプレート!<br><br>深型プレート フラットプレート 平面プレート 傾斜溝つき焼肉プレート 区切り線つきたこ焼きプレート 焼肉 たこ焼き お好み焼き 鍋 パエリア すき焼き ふた付き 2.5mロングコード カチッと温度調節プラグ おうちパーティ シンプル 新生活 ファミリー向け 新居祝い 引っ越し祝い 贈り物 プレゼント あったか<br>【在庫目安:あり】<br>【送料無料(北海道・沖縄・離島など除く)】<br>家電ホットプレート・汎用鍋<br>象印マホービン<br>ゾウジルシ<br>ホットプレートやきやき(3枚) ブラック<br>サブコード:EAKJ30BA<br>■クロネコ延長保証について<br>延長保証の詳細及び規約について、購入前に必ずご確認ください。,74,あっと!テラフィ ヤフー店,https://store.shopping.yahoo.co.jp/telaffy/,Yahoo,4974305218933
https://store.shopping.yahoo.co.jp/telaffy/pw-h2-v.html,【特価セール】 カラー電子辞書 Brain(ブレーン) 高校生モデル 230コンテンツ バイオレット系 SHARP (シャープ) PW-H2-V★,33800,,,高校生向け電子辞書ブレーンPW-H2-Vは、探究学習や6教科の学習に対応し、日常学習から大学受験までサポートする豊富なコンテンツを収録。<br>学校採用が多い英語辞書や英文法書を収録しており、英検や、TOEFLテストなど英語検定対策コンテンツも充実しています。<br>暗記や英語4技能の学習に便利な「縦型学習スタイル」で、片手でも持ちやすく隙間時間の学習を後押しします。<br>ACアダプターも付属し経済的な充電式。衝撃にも強い堅牢構造など、毎日持ち歩きたくなる使いやすさです。<br>Brainならではの機能とスタイルで高校生活の成績アップをサポートします。<br>高校ご入学祝いのプレゼントに、進学や入学準備に、受験勉強の学習ツールにおすすめです。<br>【数量限定】<br>【在庫目安:あり】<br>【送料無料(北海道・沖縄・離島など除く)】<br>モバイル・電子辞書<br>シャープ<br>カラー電子辞書 Brain 高校生 バイオレット<br>サブコード:PWH2V<br>■クロネコ延長保証について<br>延長保証の詳細及び規約について、購入前に必ずご確認ください。,7,あっと!テラフィ ヤフー店,https://store.shopping.yahoo.co.jp/telaffy/,Yahoo,4974019214870
https://store.shopping.yahoo.co.jp/telaffy/xd-sx4150c-fm.html,【特価セール】 電子辞書 EX-word(エクスワード) XD-SX4100 高校生 ホワイト + 液晶保護フィルム セット CASIO (カシオ) XD-SX4150C-FM★,19470,,,入学祝い プレゼント 学校採用率の高い辞書 英語 英検 タッチペン 白 シロ 高校生向け フィルム付き お得セット 専用液晶フィルム XD-PF24 セットモデル XD-SX4150-FM同等品<br>【数量限定】<br>【在庫目安:あり】<br>【送料無料(北海道・沖縄・離島など除く)】<br>モバイル・電子辞書<br>カシオ計算機<br>カシオ計算機(CASIO)<br>電子辞書 EX-word XD-SX4100高校生<br>サブコード:XDSX4150CFM<br>■クロネコ延長保証について<br>延長保証の詳細及び規約について、購入前に必ずご確認ください。,2,あっと!テラフィ ヤフー店,https://store.shopping.yahoo.co.jp/telaffy/,Yahoo,4549526807862
https://store.shopping.yahoo.co.jp/bookfan/bk-4757592175.html,〔予約〕わたしの幸せな結婚(5)特装版 小冊子付き /顎木あくみ/高坂りと/月岡月穂,1320,,,顎木あくみ　高坂りと　月岡月穂<br>出版社:スクウェア・エニックス<br>発売日:2024年07月11日<br>シリーズ名等:SEコミックスプレミアム<br>キーワード:わたしの幸せな結婚（５）特装版小冊子付き顎木あくみ高坂りと月岡月穂 わたしのしあわせなけっこんごかんとくそうばんしょう ワタシノシアワセナケッコンゴカントクソウバンショウ,0,bookfanプレミアム,https://store.shopping.yahoo.co.jp/bookfan/,Yahoo,9784757592179
https://store.shopping.yahoo.co.jp/telaffy/dmr-4w202.html,【特価セール】 おうちクラウドDIGA(ディーガ) 4Kチューナー内蔵モデル 2TB HDD搭載 ブルーレイレコーダー Panasonic (パナソニック) DMR-4W202★,63800,,,4Kディーガ ブルーレイレコーダー 4Kチューナー内蔵DIGA 2TB<br>・新4K衛星放送の2番組同時録画対応<br>・ハイビジョン放送:3番組同時録画<br>・どこでもディーガ<br>【在庫目安:あり】<br>【送料無料(北海道・沖縄・離島など除く)】<br>家電<br>パナソニック<br>DIGA 4Kチューナー内蔵 2TB HDD搭載<br>サブコード:DMR4W202<br>■クロネコ延長保証について<br>延長保証の詳細及び規約について、購入前に必ずご確認ください。,3,あっと!テラフィ ヤフー店,https://store.shopping.yahoo.co.jp/telaffy/,Yahoo,4549980506745
https://store.shopping.yahoo.co.jp/douguya-dug/cl286fdzw-1820-sd.html,★あすすめ！お手軽仕様【18V 最上位モデル】マキタ 充電式クリーナーセット(CL286FDZCW・2.0Ah電池・充電器)サイクロン式 当店独自仕様 検索対応 CL286FDRFW,34380,,,"静かでパワフルな吸引力<br>ハイパワーブラシレスモータ搭載<br>新・3層構造でサイクロン部の騒音低減<br>操作性に優れたノズル<br>じゅうたん等の清掃に<br><br>【 商品詳細 】 <br>集じん容量： 250mL <br>連続作業時間： パワフル：約5、強：約10、標準：約13、エコ：約25分<br>充電時間： 約45分充電 <br>吸込み仕事率W： パワフル：100、強： 60、標準： 35、エコ： 15<br>電圧（V）： 直流18<br>本機寸法（mm）（長さ×幅×高さ）： 1,066×113×177（パイプ、ノズル付）<br>質量： 1.55kg（BL1820B装着時）ノズル・延長管除く<br><br>■標準付属品 <br>CL286FDZW/O(本体)・バッテリBL1820B 、充電器(DC18SD)・ノズル・ストレートパイプ・サッシ（すきま）ノズル・高機能フィルタEX<br><br>こちらの商品は、CL286FDZW、もしくは、CL286FDZO（本体のみ）、純正バッテリBL1820B、充電器(DC18SD)、の単品を組み合わせた当店オリジナル仕様変更の為、当店専用の化粧箱にて出荷となります。",2,どうぐ屋・だぐ工房,https://store.shopping.yahoo.co.jp/douguya-dug/,Yahoo,
https://store.shopping.yahoo.co.jp/give-give/s021.html,ジェリー洗顔＆セヒあクレンジングお試しセット クラッシュジェリーウォッシュ3種とセヒあクレンジングと洗顔石鹸の計5点,7794,,,クラッシュジェリーウォッシュ3種とセヒあクレンジングと洗顔石鹸の計5点の計5点のお試しセットです。<br><br>【洗顔＆クレンジングお試しセット 内容】<br>・CICACURE CRUSH JELLY WASH 150g<br>・VITAMINCURE CRUSH JELLY WASH 150g<br>・CHARCOCURE CRUSH JELLY WASH 150g<br>・メーク落とし プレミアム セヒあクレンジング 130g<br>・洗顔石鹸 プレミアム セヒあ 90g,11,give&giveヤフー店,https://store.shopping.yahoo.co.jp/give-give/,Yahoo,
https://store.shopping.yahoo.co.jp/mtgec/1758220109.html,【新発売！一般医療機器】着ることで疲労回復 SIXPAD リカバリーウェア オーバーサイズ Tシャツ シックスパッド 血行促進 部屋着 腰痛 肩こり 夏服 半袖 24RW,9900,,,RECOVERY WEAR recovery wear リカバリーウェア りかばりーうぇあ<br>SIXPAD シックスパッド しっくすぱっど MTG エムティージー 公式 メーカー公式<br><br>疲労回復 血行促進  筋肉 ハリ コリ 神経痛 筋肉痛 緩和 腰痛 肩こり 関節痛 疲れ 改善 <br>トレーニング コンディショニング 遠赤外線 輻射<br>特殊繊維 メディキュレーション Mediculation 高純度セラミック（非金属） <br>給水 速乾 ストレッチ 肌触り スポーツ 普段着 運動着 ジムウェア ジム ランニング ウォーキング 散歩 ルームウェア 夏でも快適 おしゃれ 接触冷感機能 <br>オーバーサイズTシャツ Tシャツ ティーシャツ てぃーしゃつ シャツ ポロシャツ ゴルフ ハーフパンツ パンツ 半袖<br>ギフト プレゼント 贈り物 10代 20代 30代 40代 50代 60代<br>誕生日 記念日 母の日 父の日 敬老の日 クリスマス お返し,1,MTGYahoo!ショッピング店,https://store.shopping.yahoo.co.jp/mtgec/,Yahoo,4974011807582
https://store.shopping.yahoo.co.jp/toy-manoa/4904810933519.html,マジカルDIY わんことおうち | おもちゃ 男の子 女の子 人形 ぬいぐるみ 犬 5歳,7280,,,ＤＩＹでおうちを作るとまぁ不思議！かわいいわんこのサプライズ！ わんこがおうちにやってくる！？<br><br>さぁ！マジカルＤＩＹをはじめよう！<br><br>１．おうちを組み立てて、わんこのお迎え準備をしよう<br>２．ボウルにわんこのお水（氷水）を用意すると…サプライズ！<br>３．願いを込めて名前をつけてね<br>４．扉をあけると・・・さらにサプライズ！<br>５．どこからきたの！？　きみのところへわんこがやってくるよ！<br><br>おうちを作るのに必要な道具やパーツがすべて入ったオールインワンセットです。<br>わんこは２５種類以上の音とリアクションをしてくれるよ。<br>なでたり、おもちゃのほねをあげると、とっても喜んでるみたい！あれ？そーっとしてたら寝ちゃった！<br>わんこをたくさんお世話して、かわいがってね。<br>わんこは２種の内、１種が出てくるよ。どのわんこに会えるかはお楽しみに！<br><br>※出てくるわんこは2種類の内1種類です。選ぶことはできません。<br><br>発売日：2024年4月27日<br>パッケージサイズ：W385×H355×D135mm<br>使用電池：テスト用アルカリ単III×2(付属)<br>対象年齢：5歳以上<br>メーカー：タカラトミー<br>種類：おもちゃ 玩具,0,トイショップまのあ ヤフー店,https://store.shopping.yahoo.co.jp/toy-manoa/,Yahoo,4904810933519
