itemUrl,itemName,itemPrice,catchcopy,itemPriceMax3,itemCaption,reviewCount,shopName,shopUrl,platform,janCode
https://store.shopping.yahoo.co.jp/rakushindenki/cola-500ml-pet-ccw2.html,エントリーで+10%もらえる コカ・コーラ社製品 500ml ペットボトル よりどり 2ケース×24本入 送料無料 アクエリアス 綾鷹 ファンタ いろはす 爽健美茶,4464,,,こちらの商品はコカ・コーラ社からの直送商品となります。<br>全国一律、送料無料にてお届けいたします。<br>代金引換での発送も可能です。<br><br>重たいケース商品も玄関先で受け取れるからとても便利！<br>コカ・コーラ社の管理倉庫から直送されるので、安心・安全！<br><br>対象商品の中からお好きなドリンクを2ケースお選び下さい。<br><br>【※必ずお読みください】<br>●賞味期限につきましては、コカ・コーラ社の倉庫からの直送となりますので、古い商品をお送りすることはございません。<br>●例えば「メーカー製造日より5ヶ月」の期限となっている商品は、メーカー倉庫での保管期間を加味すると、2〜4ヶ月の賞味期限になります。予めご了承くださいませ。<br>＜ご注文時のご注意＞<br>●こちらの商品はコカ・コーラ社からの直送商品となりますため、コカ・コーラ社製品以外の商品と同梱注文することはできません。<br>●コカ・コーラ社製品以外の商品と同梱注文された場合は、分納となりますため、別途送料をご請求させていただきます。<br><br>ドリンクセット/ケース販売/組み合わせ自由/選り取り/バラエティセット/よりどりセット/コカコーラ商品/コカコーラ 選り取り/コカコーラ よりどり,3579,東京生活館 Yahoo!店,https://store.shopping.yahoo.co.jp/rakushindenki/,Yahoo,4902102072625
https://store.shopping.yahoo.co.jp/hokkkaido/irohasu5p-2.html,●5/22までエントリーでP15％付与● 水 ミネラルウォーター ペットボトル いろはす 各種 540mlPET×24本入 選べる よりどり2種 送料無料,4980,,,厳選された日本のおいしい天然水『い・ろ・は・す』が新しいボトルにリニューアルして登場。水の流れのような清らかな清涼感のあるデザインに加え、飲む時にスムーズに流れ込むように、なだらかなショルダー形状を採用することで、すーっと美味しく、心地よく、お楽しみいただけます。また、100％リサイクルペットを使用し、従来の容器よりもしっかりと平たくたたみやすく設計することで、飲み終えた後も効率的で、心地良いボトルとなっています。お好きないろはすを2種類選んで購入していただくと、全国送料無料となります。<br><br>【ご確認ください】<br>●当店は、メーカー直送となっており、コカ・コーラ社の倉庫にあります検品済の最新の商品をメーカーの出荷基準に基づき出荷しております。<br><br>●賞味期限については、メーカーの出荷基準である「賞味期限まで2カ月以上ある商品」を出荷致します。賞味期限は商品によって異なりますので、賞味期限についてご不明な点がございましたら、ご注文前に当店までお問合せください。<br><br>●賞味期限のご指定、ご注文後の商品変更・キャンセルなどのご要望にお応えできない場合がございますので、予めご了承ください。,531,北海道サービスショップ,https://store.shopping.yahoo.co.jp/hokkkaido/,Yahoo,4902102148603
https://store.shopping.yahoo.co.jp/rakushindenki/4902102148603-ccw2.html,エントリーで+10%もらえる 【2ケースセット】いろはす い・ろ・は・す 日本の天然水 ナチュラルミネラルウォーター 540ml PET 1ケース×24本入 送料無料,4320,,,こちらの商品はコカ・コーラ社からの直送商品となります。<br>全国一律、送料無料にてお届けいたします。<br>代金引換での発送も可能です。<br><br>重たいケース商品も玄関先で受け取れるからとても便利！<br>コカ・コーラ社の管理倉庫から直送されるので、安心・安全！<br><br>「い・ろ・は・す」は日本の大自然が育くんだ天然水のブランドです。<br>厳選された全国7ヵ所で採水し、280項目以上に及ぶ厳しい品質管理を経てお届けしています。<br>工場内では、機械や空気の衛生状態まで厳しく管理しています。<br>い・ろ・は・す の採水地の基準は、その厳しい安全性もさることながら、味がまろやかでおいしく、成分が安定していて、いつでもおいしい状態の製品をお届けできることです。<br>※ 採水地は選べません。<br>※ どの採水地のい・ろ・は・すも、赤ちゃんのミルクにお使いいただける軟水です。<br><br>「い・ろ・は・す 天然水」新ボトルでは、天然水がスムーズに口の中に流れこみ、飲んだ時によりおいしく、心地よく楽しめるようになりました。,109,東京生活館 Yahoo!店,https://store.shopping.yahoo.co.jp/rakushindenki/,Yahoo,4902102148603
https://store.shopping.yahoo.co.jp/rakushindenki/4902102139410-ccw2.html,エントリーで+10%もらえる 【2ケースセット】いろはす い・ろ・は・す ラベルレス 日本の天然水 ナチュラルミネラルウォーター 560ml PET 1ケース×24本入,4368,,,こちらの商品はコカ・コーラ社からの直送商品となります。<br>全国一律、送料無料にてお届けいたします。<br>代金引換での発送も可能です。<br><br>重たいケース商品も玄関先で受け取れるからとても便利！<br>コカ・コーラ社の管理倉庫から直送されるので、安心・安全！<br><br>いろはすから、リサイクルペット樹脂100%使用のラベルレスが新発売！スタイリッシュなデザインボトル。<br>ラベルをなくすことにより、ラベルをはがす手間がなくなり、ゴミの分別も楽にすることが出来る製品です。<br>また、容器には100％リサイクルペットボトルを採用しており、環境に配慮した製品になっています。<br><br>「い・ろ・は・す」は日本の大自然が育くんだ天然水のブランドです。<br>厳選された全国7ヵ所で採水し、280項目以上に及ぶ厳しい品質管理を経てお届けしています。<br>工場内では、機械や空気の衛生状態まで厳しく管理しています。<br>い・ろ・は・す の採水地の基準は、その厳しい安全性もさることながら、味がまろやかでおいしく、成分が安定していて、いつでもおいしい状態の製品をお届けできることです。<br>※ 採水地は選べません。<br>※ どの採水地のい・ろ・は・すも、赤ちゃんのミルクにお使いいただける軟水です。,844,東京生活館 Yahoo!店,https://store.shopping.yahoo.co.jp/rakushindenki/,Yahoo,4902102139410
https://store.shopping.yahoo.co.jp/repex/48596-99.html,2 ケース 即納 い・ろ・は・す 各種  ( 515〜540ml PET × 24本入 ) よりどり ２箱 （ ４８本 ） いろはす ハスカップ もも みかん Sれもん 塩と 北海道限定,4200,,,仕入提携発送先の北海道コカ・コーラ清田工場から直送させて頂きます。<br>2 ケース セット 即納 い ・ ろ ・ は ・ す 各種  ( 515〜540ml PET × 24本入 ) よりどり ２箱 （ ４８本 ） ★ いろはす ★ ハスカップ もも みかん Sれもん 北海道限定<br>い・ろ・は・す 北海道の天然水（北海道限定） 560mlPET×24本<br>い・ろ・は・す なし 540mlPET×24本※終売<br>い・ろ・は・す ハスカップ（北海道限定） 540mlPET×24本<br>い・ろ・は・す スパークリングれもん 515mlPET×24本※数量限定・完売時再入荷あり<br>い・ろ・は・す シャインマスカット 540mlPET×24本<br>い・ろ・は・す みかん 540mlPET×24本<br>い・ろ・は・す 塩とれもん 540mlPET×24本※季節限定<br>い・ろ・は・す アロエ 540mlPET×24本※終売<br>い・ろ・は・す もも 540mlPET×24本<br><br>お好きな銘柄をセレクトタブから２品よりどりお選びできます！！,346,REPEX,https://store.shopping.yahoo.co.jp/repex/,Yahoo,4902102148764
https://store.shopping.yahoo.co.jp/hkbussan/irohasu5p-2.html,●5/22までエントリーでP15％付与● 水 ミネラルウォーター ペットボトル いろはす各種 515〜540mlPET×24本入 よりどり2箱 送料無料,4980,,,い・ろ・は・す各種 (515〜540mlPET×24本入) よりどり２箱ご購入で送料無料！行楽・ドライブに、会議に、お得なまとめ買いはいかがでしょうか！い・ろ・は・すシリーズの中から、お好きない・ろ・は・すを2種類選んで購入していただくと、送料無料となります。<br><br>【ご確認ください】<br>●当店は、メーカー直送となっており、コカ・コーラ社の倉庫にあります検品済の最新の商品をメーカーの出荷基準に基づき出荷しております。<br><br>●賞味期限については、メーカーの出荷基準である「賞味期限まで2カ月以上ある商品」を出荷致します。賞味期限は商品によって異なりますので、賞味期限についてご不明な点がございましたら、ご注文前に当店までお問合せください。（ペットボトルの炭酸飲料の賞味期限は、メーカーでの品質管理のための保管期間を考慮しますと最長で3-4カ月程となります）<br><br>●賞味期限のご指定、ご注文後の商品変更・キャンセルなどのご要望にお応えできない場合がございますので、予めご了承ください。<br><br>ソフトドリンク　炭酸　よりどり　選べる　ペットボトル　熱中症　水分補給　スポーツドリンク,183,ほっかいどう物産館,https://store.shopping.yahoo.co.jp/hkbussan/,Yahoo,4902102148689
https://store.shopping.yahoo.co.jp/soukaidrink/4902102139410.html,い・ろ・は・す ラベルレス ( 1箱24本入(1本560ml) )/ いろはす(I LOHAS) ( 水 ミネラルウォーター ),2160,,,い・ろ・は・す ラベルレス/ミネラルウォーター/ブランド：いろはす(I LOHAS)/( 水 ミネラルウォーター )/【発売元、製造元、輸入元又は販売元】日本コカ・コーラ/【い・ろ・は・す ラベルレスの商品詳細】●100％再生PETを使用した、ラベルレスのい・ろ・は・すです。●スタイリッシュなデザインボトル。●厳選された白州の天然水。/cate60956,646,爽快ドリンク専門店,https://store.shopping.yahoo.co.jp/soukaidrink/,Yahoo,4902102139410
https://store.shopping.yahoo.co.jp/hikaritv/4540000588.html,【エントリーで+10%対象ストア】[送料無料]い・ろ・は・す 天然水 ラベルレス 560mL×48本(24本×2箱) いろはす 水 ケース売り備蓄 ストック エコ まとめ買い,4350,,,水 ミネラルウォーター 飲料 飲み物 箱買い 箱売り ボトル ドリンク ペットボトル 当店のイチオシ いろはす,16,ひかりTVショッピングYahoo!店,https://store.shopping.yahoo.co.jp/hikaritv/,Yahoo,4902102139410
https://store.shopping.yahoo.co.jp/softdrink/ccw-49021020set.html,〔ポイント10%対象〕 コカ・コーラ アクエリアス 綾鷹 いろはす 他 500ml ペットボトル 選べる 48本 (24本×2) コカコーラ ファンタ スポドリ 爽健美茶,4464,,,【送料無料／全国一律】<br>【一個あたり 94円（税込）】<br><br>■最短でのお届けをご希望の場合は、お届け日の指定はしないでください<br><br>コカコーラ 炭酸飲料 炭酸水 無糖炭酸 タンサン お茶 スポーツドリンク ミネラルウォーター フレーバーウォーター 綾鷹 爽健美茶 カナダドライ ファンタ スプライト いろはす い・ろ・は・す ジョージア アイシースパーク 選り取り よりどり えらべる 分類: 500ml (350ml〜699ml) 復刻フレーバー 無果汁 アイシー・スパーク リアルゴールド タンサン,331,いわゆるソフトドリンクのお店,https://store.shopping.yahoo.co.jp/softdrink/,Yahoo,4902102072618
https://store.shopping.yahoo.co.jp/hokkkaido/ilonmwlaless54p-2.html,●5/22までエントリーでP20％付与● 水 ミネラルウォーター まとめ買い いろはす 北海道の天然水 ラベルレス 540mlPET×48本 ペットボトル 送料無料,4980,,,厳選された日本のおいしい天然水『い・ろ・は・す』から、リサイクル時にラベルをはがす手間がない、新しいラベルレスボトルが登場。<br><br>100％リサイクルペットボトルを使用した、水の流れをイメージした清らかなシェイプのボトルで、中央にはロゴを大きく刻印。スムーズに飲みやすく、飲用後は平たくたたみやすくなっており、ラベルをはがす手間もないので、リサイクルしやすくなっています。日常の水分補給のためのストックとして、ぜひ『い・ろ・は・す』の新しいラベルレスボトルをお試しください。<br><br>【ご確認ください】<br>●当店は、メーカー直送となっており、コカ・コーラ社の倉庫にあります検品済の最新の商品をメーカーの出荷基準に基づき出荷しております。<br>●賞味期限については、メーカーの出荷基準である「賞味期限まで2カ月以上ある商品」を出荷致します。賞味期限は商品によって異なりますので、賞味期限についてご不明な点がございましたら、ご注文前に当店までお問合せください。<br>●賞味期限のご指定、ご注文後の商品変更・キャンセルなどのご要望にお応えできない場合がございますので、予めご了承ください。,126,北海道サービスショップ,https://store.shopping.yahoo.co.jp/hokkkaido/,Yahoo,4902102151450
